BDRX - Current Portfolio Composition 09/17/21
Code,Stock,Type,Theoretical Quantity,Part. (%)
FSLR34,FIRST SOLAR,DRN,2126386,0.040,
FDMO34,FORD MOTORS,DRN,39239120,0.191,
FCXO34,FREEPORT,DRN,14680640,0.183,
GEOO34,GE,DRN,10976630,0.393,
GMCO34,GENERAL MOT,DRN,58068960,0.269,
GILD34,GILEAD,DRN ED,25076180,0.325,
G1SK34,GLAXOSMITHKL,DRN,125792850,0.357,
G1FI34,GOLD FIELDS,DRN ED,17666670,0.026,
GSGI34,GOLDMANSACHS,DRN,33709750,0.485,
GPRO34,GOPRO,DRN,1264083,0.004,
HOME34,HOME DEPOT,DRN,295500520,1.266,
HOND34,HONDA MO,DRN,18114280,0.205,
H1ZN34,HORIZON THER,DRN,22589340,0.088,
HPQB34,HP COMPANY,DRN,13000000,0.133,
H1SB34,HSBC HOLDING,DRN,163409520,0.378,
IBMB34,IBM,DRN,8963200,0.444,
I1LM34,ILLUMINA INC,DRN,7825000,0.256,
ITLC34,INTEL,DRN,243420000,0.810,
I1RM34,IRON MOUNTAI,DRN ED,2894603,0.047,
JDCO34,JD COM,DRN,13368600,0.373,
JNJB34,JOHNSON,DRN,26720000,0.107,
JPMC34,JPMORGAN,DRN,298815500,1.703,
KHCB34,KRAFT HEINZ,DRN,12230000,0.040,
L1RC34,LAM RESEARCH,DRN,5825008,0.324,
LILY34,LILLY,DRN,19131618,0.723,
L1YG34,LLOYDS BANKI,DRN,177446400,0.157,
LOWC34,LOWES COMPA,DRN,13980000,0.529,
L1MN34,LUMEN TECH,DRN,10975380,0.051,
MACY34,MACY S,DRN ED,3125000,0.025,
MSCD34,MASTERCARD,DRN,9788288,0.040,
MCDC34,MCDONALDS,DRN,149359780,0.658,
MDTC34,MEDTRONIC,DRN,26893420,0.638,
MELI34,MERCADOLIBRE,DRN,59653980,0.339,
M1GM34,MGM RESORTS,DRN ED,4818804,0.072,
MUTC34,MICRON TECHN,DRN,11257540,0.305,
MSFT34,MICROSOFT,DRN,1803573840,8.329,
M1RN34,MODERNA INC,DRN,40364630,0.642,
MDLZ34,MONDELEZ INT,DRN,27956340,0.308,
M1NS34,MONSTER BEVE,DRN,42310864,0.184,
MSBR34,MORGAN STAN,DRN,18250000,0.136,
MOSC34,MOSAIC CO,DRN,7597938,0.046,
N1DA34,NASDAQ INC,DRN ED,3344076,0.119,
NETE34,NETEASE,DRN ED,6709807,0.205,
NFLX34,NETFLIX,DRN,221297950,0.938,
E1DU34,NEW ORIENTAL,DRN,257132850,0.012,
N1EM34,NEWMONT GOLD,DRN ED,7991261,0.161,
NEXT34,NEXTERA ENER,DRN,78470280,0.598,
NIKE34,NIKE,DRN,12767899,0.073,
NOKI34,NOKIA CORP,DRN,56754610,0.116,
N1CL34,NORWEGIAN CR,DRN,3700302,0.033,
N1VS34,NOVARTIS AG,DRN,243442100,0.745,
N1VO34,NOVO NORDISK,DRN,141805120,0.658,
NVDC34,NVIDIA CORP,DRN,1200000000,2.031,
OXYP34,OCCIDENT PTR,DRN ED,18674692,0.093,
ORCL34,ORACLE,DRN,27920000,0.148,
PYPL34,PAYPAL HOLD,DRN,235006400,1.204,
PEPB34,PEPSICO INC,DRN,13820000,0.052,
PTCH34,PETROCHIN,DRN ED,2109890,0.037,
PFIZ34,PFIZER,DRN,224267520,0.903,
PGCO34,PG,DRN,339839500,1.273,
PHMO34,PHILIP MORRI,DRN,31170820,0.581,
P1DD34,PINDUODUO IN,DRN,125328900,0.454,
P1LD34,PROLOGIS INC,DRN ED,14794896,0.355,
QCOM34,QUALCOMM,DRN,135360000,0.566,
RYTT34,RAYTHEONTECH,DRN,15078780,0.076,
RDSA34,RD SHELL,DRN,20506200,0.305,
R1IN34,REALTY INCOM,DRN,7787766,0.097,
REGN34,REGENERON PH,DRN,5255320,0.249,
RIOT34,RIO TINTO,DRN,12476830,0.318,
R1KU34,ROKU INC,DRN,23280900,0.136,
R1CL34,ROYAL CARIBB,DRN,5093884,0.076,
SSFO34,SALESFORCE,DRN,203720000,0.880,
BCSA34,SANTANDER,DRN,173406400,0.232,
SAPP34,SAP SE,DRN,12285040,0.645,
SCHW34,SCHWAB,DRN,72348360,0.464,
N1OW34,SERVICENOW,DRN,99050000,0.472,
SIMN34,SIMON PROP,DRN ED,13144448,0.158,
S1LG34,SL GREEN REA,DRN,1343175,0.016,
SNEC34,SONY GROUP,DRN,12610590,0.513,
S1PL34,SPLUNK INC,DRN,32078000,0.081,
S1PO34,SPOTIFY TECH,DRN,7631784,0.167,
SBUB34,STARBUCKS,DRN,11790000,0.489,
TSMC34,TAIWANSMFAC,DRN ED,414886080,2.297,
T1TW34,TAKE-TWO INT,DRN,4660732,0.064,
T1AL34,TAL EDUCATIO,DRN,38533630,0.006,
TPRY34,TAPESTRY INC,DRN,2795752,0.041,
TGTB34,TARGET CORP,DRN,4896500,0.439,
TLNC34,TELEFONIC,DRN,56380540,0.100,
TSLA34,TESLA INC,DRN,320565440,2.747,
TEXA34,TEXAS INC,DRN,9232100,0.044,
TMOS34,THERMFISCHER,DRN ED,188841072,0.800,
TMCO34,TOYOTAMO,DRN,16314990,1.076,
RIGG34,TRANSOCEAN,DRN,6511399,0.008,
T1RI34,TRIPADVISOR,DRN,1246063,0.016,
T1WL34,TWILIO INC,DRN,41732825,0.209,
TWTR34,TWITTER,DRN,15959332,0.180,
U1BE34,UBER TECH IN,DRN,75373880,0.272,
UBSG34,UBS GROUP,DRN,37024230,0.225,
ULEV34,UNILEVER,DRN,25958520,0.514,
U1AL34,UNITED AIRLI,DRN,6472216,0.052,
UNHH34,UNITEDHEALTH,DRN ED,330021090,1.430,
UPSS34,UPS,DRN,116526336,0.509,
USSX34,US STEEL,DRN,2701286,0.025,
VLOE34,VALERO ENER,DRN,8176468,0.097,
VERZ34,VERIZON,DRN,248406960,0.820,
VRTX34,VERTEX PHARM,DRN,10377136,0.176,
C1BS34,VIACOMCBS,DRN ED,6058135,0.089,
VISA34,VISA INC,DRN,21270000,0.087,
V1NO34,VORNADO REAL,DRN,1915608,0.029,
WALM34,WAL MART,DRN,448343360,1.477,
WGBA34,WALGREENS,DRN,17299746,0.157,
DISB34,WALT DISNEY,DRN,18170000,0.081,
WFCO34,WELLS FARGO,DRN,164256440,0.693,
W1IX34,WIX.COM LTD,DRN,16922187,0.043,
Z1TS34,ZOETIS INC,DRN,18957768,0.349,
Z1OM34,ZOOM VIDEO,DRN,60048075,0.242,
Total Theorethical Quantity,,,18677679666,100.000
Reductor,,,105335629.74156275
